"Term","Section","Former","Title","Credits","Instructional Method","Location","Start Date","End Date","Meeting Days","Start Time","End Time","Instructor(s)","Seats Remaining","GERS","Purpose","Prequisites","Notes","Sort","Courses ID"
"Spring 2017 - Day","PSC-208-01","PS-26","Urban Politics", 4.0,"LEC","JHN 109","01/09/17","04/25/17","TR","01:00PM","02:15PM","Dr. Glen Halva-Neubauer",12,"","undergraduate day","PSC-101","","1","3419"
"Spring 2017 - Day","PSC-208-01","PS-26","Urban Politics", 4.0,"EXAM","JHN 109","05/02/17","05/02/17","T","12:00PM","02:30PM","",12,"","undergraduate day","PSC-101","","2","3419"
"Spring 2017 - Day","PSC-214-01","","Environmental Law", 4.0,"LEC","SHI COM","01/09/17","04/25/17","M","03:30PM","06:00PM","Mr. Michael G. Corley","FULL","NE","undergraduate day","","","1","4535"
"Spring 2017 - Day","PSC-214-01","","Environmental Law", 4.0,"EXAM","SHI COM","05/01/17","05/01/17","M","03:30PM","06:00PM","","FULL","NE","undergraduate day","","","2","4535"
"Spring 2017 - Day","PSC-223-01","PS-A43","Politics of Developing Nations", 4.0,"LEC","JHN 101","01/09/17","04/25/17","TR","10:00AM","11:15AM","Dr. Kate Kaup",3,"WC","undergraduate day","PSC-102","","1","3447"
"Spring 2017 - Day","PSC-223-01","PS-A43","Politics of Developing Nations", 4.0,"EXAM","JHN 101","05/02/17","05/02/17","T","08:30AM","11:00AM","",3,"WC","undergraduate day","PSC-102","","2","3447"
"Spring 2017 - Day","PSC-225-01","PS-A45","Politics of the Middle East", 4.0,"LEC","JHN 105","01/09/17","04/25/17","TR","11:30AM","12:45PM","Dr. Akan Malici",1,"WC","undergraduate day","PSC-102","","1","3451"
"Spring 2017 - Day","PSC-225-01","PS-A45","Politics of the Middle East", 4.0,"EXAM","JHN 105","04/27/17","04/27/17","R","12:00PM","02:30PM","",1,"WC","undergraduate day","PSC-102","","2","3451"
"Spring 2017 - Day","PSC-226-01","PS-A46","Politics of China", 4.0,"LEC","FUR 118","01/09/17","04/25/17","TR","01:00PM","02:15PM","Dr. Kate Kaup","FULL","HB WC","undergraduate day","","","1","3452"
"Spring 2017 - Day","PSC-226-01","PS-A46","Politics of China", 4.0,"EXAM","FUR 118","05/02/17","05/02/17","T","12:00PM","02:30PM","","FULL","HB WC","undergraduate day","","","2","3452"
"Spring 2017 - Day","PSC-230-01","PS-49","Politics of Latin America", 4.0,"LEC","JHN 101","01/09/17","04/25/17","MWF","11:30AM","12:20PM","Dr. Cleveland Fraser",8,"","undergraduate day","PSC-102","","1","3455"
"Spring 2017 - Day","PSC-230-01","PS-49","Politics of Latin America", 4.0,"EXAM","JHN 101","05/03/17","05/03/17","W","12:00PM","02:30PM","",8,"","undergraduate day","PSC-102","","2","3455"
"Spring 2017 - Day","PSC-250-01","PS-55","International Relations", 4.0,"LEC","JHN 101","01/09/17","04/25/17","MWF","10:30AM","11:20AM","Dr. Mike Bressler",4,"","undergraduate day","PSC-102","","1","3478"
"Spring 2017 - Day","PSC-250-01","PS-55","International Relations", 4.0,"EXAM","JHN 101","05/03/17","05/03/17","W","08:30AM","11:00AM","",4,"","undergraduate day","PSC-102","","2","3478"
"Spring 2017 - Day","PSC-256-01","PS-57","Intl Political Economy", 4.0,"LEC","JHN 101","01/09/17","04/25/17","TR","01:00PM","02:15PM","Dr. Brent Nelsen",2,"","undergraduate day","PSC-102","","1","3485"
"Spring 2017 - Day","PSC-256-01","PS-57","Intl Political Economy", 4.0,"EXAM","JHN 101","05/02/17","05/02/17","T","12:00PM","02:30PM","",2,"","undergraduate day","PSC-102","","2","3485"
"Spring 2017 - Day","PSC-258-01","PS-59","International Organization", 4.0,"LEC","JHN 105","01/09/17","04/25/17","TR","08:30AM","09:45AM","Dr. Akan Malici",16,"","undergraduate day","PSC-102","","1","3490"
"Spring 2017 - Day","PSC-258-01","PS-59","International Organization", 4.0,"EXAM","JHN 105","04/27/17","04/27/17","R","08:30AM","11:00AM","",16,"","undergraduate day","PSC-102","","2","3490"
"Spring 2017 - Day","PSC-375B-01","","Tocqueville & the Amer Rpblc", 4.0,"LEC","JHN 111I","01/09/17","04/26/17","TR","10:00AM","11:15AM","Dr. Ty Tessitore",8,"TA","undergraduate day","","","1","5730"
"Spring 2017 - Day","PSC-375B-01","","Tocqueville & the Amer Rpblc", 4.0,"EXAM","JHN 111I","05/02/17","05/02/17","T","08:30AM","11:00AM","",8,"TA","undergraduate day","","","2","5730"
"Spring 2017 - Day","PSC-406-01","PS-85","State & Local Pblc Affrs Fldw", 4.0,"IDI","JHN 111I","01/09/17","04/25/17","T","02:30PM","05:00PM","Ms. Teresa N. Cosby","FULL","","undergraduate day","PSC-101","","1","5469"
"Spring 2017 - Day","PSC-406-01","PS-85","State & Local Pblc Affrs Fldw", 4.0,"EXAM","JHN 111I","04/28/17","04/28/17","F","03:30PM","06:00PM","","FULL","","undergraduate day","PSC-101","","2","5469"
"Spring 2017 - Day","PSY-111-01","PSY-21","General Psychology", 4.0,"LEC","JHN 208","01/09/17","04/25/17","MWF","09:30AM","10:20AM","Dr. Beth A. Pontari","FULL","HB","undergraduate day","","","1","3505"
"Spring 2017 - Day","PSY-111-01","PSY-21","General Psychology", 4.0,"EXAM","JHN 208","05/01/17","05/01/17","M","03:00AM","11:00AM","","FULL","HB","undergraduate day","","","2","3505"
"Spring 2017 - Day","PSY-111-02","PSY-21","General Psychology", 4.0,"LEC","JHN 201","01/09/17","04/25/17","MWF","10:30AM","11:20AM","Dr. Frank J. Provenzano","FULL","HB","undergraduate day","","","1","3505"
"Spring 2017 - Day","PSY-111-02","PSY-21","General Psychology", 4.0,"EXAM","JHN 201","05/03/17","05/03/17","W","08:30AM","11:00AM","","FULL","HB","undergraduate day","","","2","3505"
"Spring 2017 - Day","PSY-111-03","PSY-21","General Psychology", 4.0,"LEC","JHN 201","01/09/17","04/25/17","MWF","11:30AM","12:20PM","Dr. John Batson",2,"HB","undergraduate day","","","1","3505"
"Spring 2017 - Day","PSY-111-03","PSY-21","General Psychology", 4.0,"EXAM","JHN 201","05/03/17","05/03/17","W","12:00PM","02:30PM","",2,"HB","undergraduate day","","","2","3505"
"Spring 2017 - Day","PSY-111-04","PSY-21","General Psychology", 4.0,"LEC","JHN 208","01/09/17","04/25/17","TR","10:00AM","11:15AM","Dr. Erin Wamsley",1,"HB","undergraduate day","","","1","3505"
"Spring 2017 - Day","PSY-111-04","PSY-21","General Psychology", 4.0,"EXAM","JHN 208","05/02/17","05/02/17","T","08:30AM","11:00AM","",1,"HB","undergraduate day","","","2","3505"
"Spring 2017 - Day","PSY-211-01","PSY-23","Childhood and Adolescence", 4.0,"LEC","JHN 208","01/09/17","04/25/17","TR","11:30AM","12:45PM","Dr. Frank J. Provenzano","FULL","HB","undergraduate day","PSY-111","","1","3508"
"Spring 2017 - Day","PSY-211-01","PSY-23","Childhood and Adolescence", 4.0,"EXAM","JHN 208","04/27/17","04/27/17","R","12:00PM","02:30PM","","FULL","HB","undergraduate day","PSY-111","","2","3508"
"Spring 2017 - Day","PSY-213-01","","Adulthood and Aging", 4.0,"LEC","JHN 207","01/09/17","04/25/17","TR","01:00PM","02:15PM","Dr. Michelle Horhota","FULL","HB","undergraduate day","PSY-111","","1","4342"
"Spring 2017 - Day","PSY-213-01","","Adulthood and Aging", 4.0,"EXAM","JHN 207","05/02/17","05/02/17","T","12:00PM","02:30PM","","FULL","HB","undergraduate day","PSY-111","","2","4342"
"Spring 2017 - Day","PSY-214-01","PSY-37","Health Psychology", 4.0,"LEC","JHN 208","01/09/17","04/25/17","MWF","10:30AM","11:20AM","Dr. Cinnamon Stetler","FULL","","undergraduate day","PSY-111","","1","3530"
"Spring 2017 - Day","PSY-214-01","PSY-37","Health Psychology", 4.0,"EXAM","JHN 208","05/03/17","05/03/17","W","08:30AM","11:00AM","","FULL","","undergraduate day","PSY-111","","2","3530"
"Spring 2017 - Day","PSY-215-01","PSY-52","Organizational Psychology", 4.0,"LEC","JHN 207","01/09/17","04/25/17","TR","08:30AM","09:45AM","Dr. Thomas B. Bechtold",1,"","undergraduate day","PSY-111","","1","3668"
"Spring 2017 - Day","PSY-215-01","PSY-52","Organizational Psychology", 4.0,"EXAM","JHN 207","04/27/17","04/27/17","R","08:30AM","11:00AM","",1,"","undergraduate day","PSY-111","","2","3668"
"Spring 2017 - Day","PSY-216-01","PSY-33","Personality", 4.0,"LEC","JHN 208","01/09/17","04/25/17","MWF","08:30AM","09:20AM","Dr. Frank J. Provenzano",1,"","undergraduate day","PSY-111","","1","5069"
"Spring 2017 - Day","PSY-216-01","PSY-33","Personality", 4.0,"EXAM","JHN 208","04/28/17","04/28/17","F","08:30AM","11:00AM","",1,"","undergraduate day","PSY-111","","2","5069"
"Spring 2017 - Day","PSY-218-01","PSY-31","Abnormal Psychology", 4.0,"LEC","JHN 207","01/09/17","04/25/17","TR","10:00AM","11:15AM","Dr. Kerstin Blomquist","FULL","","undergraduate day","PSY-111","","1","5451"
"Spring 2017 - Day","PSY-218-01","PSY-31","Abnormal Psychology", 4.0,"EXAM","JHN 207","05/02/17","05/02/17","T","08:30AM","11:00AM","","FULL","","undergraduate day","PSY-111","","2","5451"
"Spring 2017 - Day","PSY-318-01","PSY-45","Clinical Psychology", 4.0,"LEC","JHN 212","01/09/17","04/25/17","MR","02:30PM","04:20PM","Dr. Kerstin Blomquist",5,"","undergraduate day","PSY-202 or BIO-222 and PSY-311","","1","3572"
"Spring 2017 - Day","PSY-318-01","PSY-45","Clinical Psychology", 4.0,"EXAM","JHN 212","05/01/17","05/01/17","M","03:30PM","06:00PM","",5,"","undergraduate day","PSY-202 or BIO-222 and PSY-311","","2","3572"
"Spring 2017 - Day","PSY-320-01","PSY-28","Introduction to Biopsychology", 4.0,"LEC","JHN 208","01/09/17","04/25/17","TR","01:00PM","02:15PM","Dr. Onarae V. Rice","FULL","NWL","undergraduate day","PSY-202 or BIO-222","","1","3576"
"Spring 2017 - Day","PSY-320-01","PSY-28","Introduction to Biopsychology", 4.0,"LAB","JHN 216","01/09/17","04/25/17","W","02:30PM","05:00PM","Dr. Onarae V. Rice","FULL","NWL","undergraduate day","PSY-202 or BIO-222","","2","3576"
"Spring 2017 - Day","PSY-320-01","PSY-28","Introduction to Biopsychology", 4.0,"EXAM","JHN 208","05/02/17","05/02/17","T","12:00PM","02:30PM","","FULL","NWL","undergraduate day","PSY-202 or BIO-222","","3","3576"
"Spring 2017 - Day","PSY-324-01","PSY-32","Learning", 4.0,"LEC","JHN 207","01/09/17","04/25/17","MWF","09:30AM","10:20AM","Dr. John Batson",1,"","undergraduate day","PSY-201 or BIO-222","","1","3630"
"Spring 2017 - Day","PSY-324-01","PSY-32","Learning", 4.0,"EXAM","JHN 207","05/01/17","05/01/17","M","08:30AM","11:00AM","",1,"","undergraduate day","PSY-201 or BIO-222","","2","3630"
"Spring 2017 - Day","PSY-327-01","PSY-34","Functional Neuroanatomy", 4.0,"LEC","JHN 212","01/09/17","04/25/17","TR","01:00PM","02:15PM","Dr. Erin Wamsley",7,"","undergraduate day","PSY-320, PSY-201, PSY-202 or BIO-222","","1","5237"
"Spring 2017 - Day","PSY-327-01","PSY-34","Functional Neuroanatomy", 4.0,"EXAM","JHN 212","05/02/17","05/02/17","T","12:00PM","02:30PM","",7,"","undergraduate day","PSY-320, PSY-201, PSY-202 or BIO-222","","2","5237"
"Spring 2017 - Day","PSY-413-01","","Current Topics in Aging", 4.0,"LEC","JHN 207","01/09/17","04/25/17","MR","02:30PM","05:00PM","Dr. Michelle Horhota",2,"","undergraduate day","PSY-202 and PSY-213","","1","4616"
"Spring 2017 - Day","PSY-413-01","","Current Topics in Aging", 4.0,"EXAM","JHN 207","05/01/17","05/01/17","M","03:30PM","06:00PM","",2,"","undergraduate day","PSY-202 and PSY-213","","2","4616"
"Spring 2017 - Day","PSY-416-01","","Brain Imaging", 4.0,"LEC","JHN 212","01/09/17","04/25/17","TR","10:00AM","11:15AM","Dr. Onarae V. Rice","FULL","","undergraduate day","","","1","5661"
"Spring 2017 - Day","PSY-416-01","","Brain Imaging", 4.0,"EXAM","JHN 212","05/02/17","05/02/17","T","08:30AM","11:00AM","","FULL","","undergraduate day","","","2","5661"
"Spring 2017 - Day","PSY-RSRCH-01","","Research Mthds & Statistics", 8.0,"LEC","JHN 207","01/09/17","04/25/17","MWF","10:30AM","12:20PM","Dr. Gil Einstein",12,"HB","undergraduate day","PSY-111","","1","5578"
"Spring 2017 - Day","PSY-RSRCH-01","","Research Mthds & Statistics", 8.0,"LAB","JHN 207","01/09/17","04/25/17","T","02:30PM","04:20PM","Dr. Gil Einstein",12,"HB","undergraduate day","PSY-111","","2","5578"
"Spring 2017 - Day","PSY-RSRCH-01","","Research Mthds & Statistics", 8.0,"EXAM","JHN 207","05/03/17","05/03/17","W","08:30AM","11:00AM","",12,"HB","undergraduate day","PSY-111","","3","5578"
"Spring 2017 - Day","PSY-RSRCH-02","","Research Mthds & Statistics", 8.0,"LEC","JHN 206H","01/09/17","04/25/17","MWF","12:30PM","02:20PM","Dr. Cinnamon Stetler",12,"HB","undergraduate day","PSY-111","","1","5578"
"Spring 2017 - Day","PSY-RSRCH-02","","Research Mthds & Statistics", 8.0,"LAB","JHN 206H","01/09/17","04/25/17","R","02:30PM","04:20PM","Dr. Cinnamon Stetler",12,"HB","undergraduate day","PSY-111","","2","5578"
"Spring 2017 - Day","PSY-RSRCH-02","","Research Mthds & Statistics", 8.0,"EXAM","JHN 206H","04/28/17","04/28/17","F","12:00PM","02:30PM","",12,"HB","undergraduate day","PSY-111","","3","5578"
"Spring 2017 - Day","PVS-101-01","","Introductory Poverty Studies", 4.0,"LEC","FUR 106","01/09/17","04/25/17","MWF","08:30AM","09:20AM","Dr. David I. Gandolfo","FULL","","undergraduate day","","sophomores only","1","4079"
"Spring 2017 - Day","PVS-101-01","","Introductory Poverty Studies", 4.0,"EXAM","FUR 106","04/28/17","04/28/17","F","08:30AM","11:00AM","","FULL","","undergraduate day","","sophomores only","2","4079"
"Spring 2017 - Day","REL-111-01","REL-11","Bible & Ultimate Meaning", 4.0,"LEC","FUR 108","01/09/17","04/25/17","MWF","10:30AM","11:20AM","Dr. Vaughn E. CroweTipton","FULL","UQ","undergraduate day","","","1","3682"
"Spring 2017 - Day","REL-111-01","REL-11","Bible & Ultimate Meaning", 4.0,"EXAM","FUR 108","05/03/17","05/03/17","W","08:30AM","11:00AM","","FULL","UQ","undergraduate day","","","2","3682"
"Spring 2017 - Day","REL-111-02","REL-11","Bible & Ultimate Meaning", 4.0,"LEC","FUR 208","01/09/17","04/25/17","MWF","08:30AM","09:20AM","Dr. Helen Lee Turner","FULL","UQ","undergraduate day","","","1","3682"
"Spring 2017 - Day","REL-111-02","REL-11","Bible & Ultimate Meaning", 4.0,"EXAM","FUR 208","04/28/17","04/28/17","F","08:30AM","11:00AM","","FULL","UQ","undergraduate day","","","2","3682"
"Spring 2017 - Day","REL-125-01","REL-A25","Religions of the World", 4.0,"LEC","FUR 209","01/09/17","04/25/17","MWF","09:30AM","10:20AM","Dr. Sam Britt",1,"WC","undergraduate day","","","1","3686"
"Spring 2017 - Day","REL-125-01","REL-A25","Religions of the World", 4.0,"EXAM","FUR 209","05/01/17","05/01/17","M","08:30AM","11:00AM","",1,"WC","undergraduate day","","","2","3686"
"Spring 2017 - Day","REL-125-02","REL-A25","Religions of the World", 4.0,"LEC","FUR 209","01/09/17","04/25/17","MWF","01:30PM","02:20PM","Dr. Sam Britt",1,"WC","undergraduate day","","","1","3686"
"Spring 2017 - Day","REL-125-02","REL-A25","Religions of the World", 4.0,"EXAM","FUR 209","05/01/17","05/01/17","M","12:00PM","02:30PM","",1,"WC","undergraduate day","","","2","3686"
"Spring 2017 - Day","REL-125-03","REL-A25","Religions of the World", 4.0,"LEC","FUR 208","01/09/17","04/25/17","MWF","12:30PM","01:20PM","Dr. Claude Stulting","FULL","WC","undergraduate day","","","1","3686"
"Spring 2017 - Day","REL-125-03","REL-A25","Religions of the World", 4.0,"EXAM","FUR 208","04/28/17","04/28/17","F","12:00PM","02:30PM","","FULL","WC","undergraduate day","","","2","3686"
"Spring 2017 - Day","REL-210-01","REL-21","Intro to the Old Testament", 4.0,"LEC","FUR 208","01/09/17","04/25/17","MWF","01:30PM","02:20PM","Dr. Bryan D. Bibb","FULL","TA","undergraduate day","","","1","3689"
"Spring 2017 - Day","REL-210-01","REL-21","Intro to the Old Testament", 4.0,"EXAM","FUR 208","05/01/17","05/01/17","M","12:00PM","02:30PM","","FULL","TA","undergraduate day","","","2","3689"
"Spring 2017 - Day","REL-220-01","REL-43","Introduction to Judaism", 4.0,"LEC","FUR 204","01/09/17","04/25/17","MWF","10:30AM","11:20AM","Dr. Helen Lee Turner","FULL","UQ","undergraduate day","","","1","3695"
"Spring 2017 - Day","REL-220-01","REL-43","Introduction to Judaism", 4.0,"EXAM","FUR 204","05/03/17","05/03/17","W","08:30AM","11:00AM","","FULL","UQ","undergraduate day","","","2","3695"
"Spring 2017 - Day","REL-221-01","REL-51","Native American Religions", 4.0,"LEC","FUR 109","01/09/17","04/25/17","TR","08:30AM","09:45AM","Dr. Helen Lee Turner","FULL","UQ WC","undergraduate day","","","1","3697"
"Spring 2017 - Day","REL-221-01","REL-51","Native American Religions", 4.0,"EXAM","FUR 109","04/27/17","04/27/17","R","08:30AM","11:00AM","","FULL","UQ WC","undergraduate day","","","2","3697"
"Spring 2017 - Day","REL-223-01","REL-A49","Hindu Cultures, Rel Worlds", 4.0,"LEC","FUR 209","01/09/17","04/25/17","MWF","10:30AM","11:20AM","Dr. Lisa Knight",2,"UQ WC","undergraduate day","","","1","3700"
"Spring 2017 - Day","REL-223-01","REL-A49","Hindu Cultures, Rel Worlds", 4.0,"EXAM","FUR 209","05/03/17","05/03/17","W","08:30AM","11:00AM","",2,"UQ WC","undergraduate day","","","2","3700"
"Spring 2017 - Day","REL-223-02","REL-A49","Hindu Cultures, Rel Worlds", 4.0,"LEC","FUR 209","01/09/17","04/25/17","MWF","11:30AM","12:20PM","Dr. Lisa Knight","FULL","UQ WC","undergraduate day","","","1","3700"
"Spring 2017 - Day","REL-223-02","REL-A49","Hindu Cultures, Rel Worlds", 4.0,"EXAM","FUR 209","05/03/17","05/03/17","W","12:00PM","02:30PM","","FULL","UQ WC","undergraduate day","","","2","3700"
"Spring 2017 - Day","REL-229-01","","Sufi Islam", 4.0,"LEC","FUR 201","01/09/17","04/25/17","MWF","01:30PM","02:20PM","Dr. Edward M. Yazijian",6,"UQ WC","undergraduate day","","","1","5774"
"Spring 2017 - Day","REL-229-01","","Sufi Islam", 4.0,"EXAM","FUR 201","05/01/17","05/01/17","M","12:00PM","02:30PM","",6,"UQ WC","undergraduate day","","","2","5774"
"Spring 2017 - Day","REL-236-01","REL-40","Christianity to 1300", 4.0,"LEC","FUR 204","01/09/17","04/25/17","MWF","12:30PM","01:20PM","Dr. David C. Fink","FULL","HA","undergraduate day","","","1","4071"
"Spring 2017 - Day","REL-236-01","REL-40","Christianity to 1300", 4.0,"EXAM","FUR 204","04/28/17","04/28/17","F","12:00PM","02:30PM","","FULL","HA","undergraduate day","","","2","4071"
"Spring 2017 - Day","REL-236-02","REL-40","Christianity to 1300", 4.0,"LEC","FUR 204","01/09/17","04/25/17","MWF","11:30AM","12:20PM","Dr. David C. Fink",1,"HA","undergraduate day","","","1","4071"
"Spring 2017 - Day","REL-236-02","REL-40","Christianity to 1300", 4.0,"EXAM","FUR 204","05/03/17","05/03/17","W","12:00PM","02:30PM","",1,"HA","undergraduate day","","","2","4071"
"Spring 2017 - Day","REL-248-01","REL-58","Religion and the Environment", 4.0,"LEC","FUR 207","01/09/17","04/25/17","TR","10:00AM","11:15AM","Dr. Marian Osborne Berky",2,"UQ NE","undergraduate day","","","1","5769"
"Spring 2017 - Day","REL-248-01","REL-58","Religion and the Environment", 4.0,"EXAM","FUR 207","05/02/17","05/02/17","T","08:30AM","11:00AM","",2,"UQ NE","undergraduate day","","","2","5769"
"Spring 2017 - Day","REL-251-01","","Jerusalem", 4.0,"LEC","FUR 208","01/09/17","04/25/17","TR","08:30AM","09:45AM","Dr. Tim Wardle","FULL","HA","undergraduate day","","instructor permission ONLY","1","5394"
"Spring 2017 - Day","REL-251-01","","Jerusalem", 4.0,"EXAM","FUR 208","04/27/17","04/27/17","R","08:30AM","11:00AM","","FULL","HA","undergraduate day","","instructor permission ONLY","2","5394"
"Spring 2017 - Day","REL-260-01","REL-46","Religion and Literature", 4.0,"LEC","FUR 208","01/09/17","04/25/17","MWF","09:30AM","10:20AM","Dr. Claude Stulting","FULL","TA","undergraduate day","","","1","3729"
"Spring 2017 - Day","REL-260-01","REL-46","Religion and Literature", 4.0,"EXAM","FUR 208","05/01/17","05/01/17","M","08:30AM","11:00AM","","FULL","TA","undergraduate day","","","2","3729"
"Spring 2017 - Day","REL-267-01","","Art and Religion in Greece", 2.0,"LEC","FUR 208","01/09/17","04/25/17","R","06:00PM","07:30PM","Dr. Claude Stulting","FULL","","undergraduate day","","instructor permission required","1","5795"
"Spring 2017 - Day","REL-267-01","","Art and Religion in Greece", 2.0,"EXAM","FUR 208","04/27/17","04/27/17","R","06:00PM","07:30PM","","FULL","","undergraduate day","","instructor permission required","2","5795"
"Spring 2017 - Day","REL-317-01","REL-12","History of Bible Translation", 4.0,"LEC","FUR 208","01/09/17","04/25/17","TR","01:00PM","02:15PM","Dr. Bryan D. Bibb",3,"UQ","undergraduate day","","","1","5665"
"Spring 2017 - Day","REL-317-01","REL-12","History of Bible Translation", 4.0,"EXAM","FUR 208","05/02/17","05/02/17","T","12:00PM","02:30PM","",3,"UQ","undergraduate day","","","2","5665"
"Spring 2017 - Day","REL-319-01","REL-33","Paul's Life and Thought", 4.0,"LEC","FUR 209","01/09/17","04/25/17","TR","11:30AM","12:45PM","Dr. Tim Wardle","FULL","TA","undergraduate day","","instructor permission ONLY","1","4697"
"Spring 2017 - Day","REL-319-01","REL-33","Paul's Life and Thought", 4.0,"EXAM","FUR 209","04/27/17","04/27/17","R","12:00PM","02:30PM","","FULL","TA","undergraduate day","","instructor permission ONLY","2","4697"
"Spring 2017 - Day","REL-327-01","","East Asian Buddhism", 4.0,"LEC","FUR 208","01/09/17","04/25/17","MWF","11:30AM","12:20PM","Dr. Sam Britt","FULL","UQ WC","undergraduate day","","","1","4946"
"Spring 2017 - Day","REL-327-01","","East Asian Buddhism", 4.0,"EXAM","FUR 208","05/03/17","05/03/17","W","12:00PM","02:30PM","","FULL","UQ WC","undergraduate day","","","2","4946"
"Spring 2017 - Day","REL-332-01","","Christian Wealth & Poverty", 4.0,"LEC","HIP 106","01/09/17","04/25/17","TR","11:30AM","12:45PM","Dr. David C. Fink",5,"UQ","undergraduate day","","","1","5758"
"Spring 2017 - Day","REL-332-01","","Christian Wealth & Poverty", 4.0,"EXAM","HIP 106","04/27/17","04/27/17","R","12:00PM","02:30PM","",5,"UQ","undergraduate day","","","2","5758"
"Spring 2017 - Day","REL-340-01","REL-54","Faith and Ethics", 4.0,"LEC","FUR 209","01/09/17","04/25/17","TR","01:00PM","02:15PM","Dr. Roger A. Sneed",10,"UQ","undergraduate day","","","1","3743"
"Spring 2017 - Day","REL-340-01","REL-54","Faith and Ethics", 4.0,"EXAM","FUR 209","05/02/17","05/02/17","T","12:00PM","02:30PM","",10,"UQ","undergraduate day","","","2","3743"
"Spring 2017 - Day","SCI-220-01","","Metabolic Biochemistry", 4.0,"LEC","PYR 026","01/09/17","04/25/17","MWF","01:30PM","02:20PM","Dr. Anita Nag",5,"","undergraduate day","","","1","5793"
"Spring 2017 - Day","SCI-220-01","","Metabolic Biochemistry", 4.0,"LAB","TNS 161","01/09/17","04/25/17","T","02:30PM","05:20PM","",5,"","undergraduate day","","","2","5793"
"Spring 2017 - Day","SCI-220-01","","Metabolic Biochemistry", 4.0,"EXAM","PYR 026","05/01/17","05/01/17","M","12:00PM","02:30PM","",5,"","undergraduate day","","","3","5793"
"Spring 2017 - Day","SOC-101-01","SOC-11","Introduction to Sociology", 4.0,"LEC","JHN 105","01/09/17","04/25/17","MWF","09:30AM","10:20AM","Dr. Kyle C. Longest",1,"HB","undergraduate day","","instructor permission now required","1","3827"
"Spring 2017 - Day","SOC-101-01","SOC-11","Introduction to Sociology", 4.0,"EXAM","JHN 105","05/01/17","05/01/17","M","08:30AM","11:00AM","",1,"HB","undergraduate day","","instructor permission now required","2","3827"
"Spring 2017 - Day","SOC-101-02","SOC-11","Introduction to Sociology", 4.0,"LEC","JHN 105","01/09/17","04/25/17","MWF","10:30AM","11:20AM","Dr. Paul Kooistra","FULL","HB","undergraduate day","","","1","3827"
"Spring 2017 - Day","SOC-101-02","SOC-11","Introduction to Sociology", 4.0,"EXAM","JHN 105","05/03/17","05/03/17","W","08:30AM","11:00AM","","FULL","HB","undergraduate day","","","2","3827"
"Spring 2017 - Day","SOC-101-03","SOC-11","Introduction to Sociology", 4.0,"LEC","JHN 105","01/09/17","04/25/17","MWF","11:30AM","12:20PM","Dr. Kyle C. Longest","FULL","HB","undergraduate day","","instructor permission now required","1","3827"
"Spring 2017 - Day","SOC-101-03","SOC-11","Introduction to Sociology", 4.0,"EXAM","JHN 105","05/03/17","05/03/17","W","12:00PM","02:30PM","","FULL","HB","undergraduate day","","instructor permission now required","2","3827"
"Spring 2017 - Day","SOC-101-04","SOC-11","Introduction to Sociology", 4.0,"LEC","JHN 105","01/09/17","04/25/17","MWF","12:30PM","01:20PM","Dr. Paul Kooistra","FULL","HB","undergraduate day","","","1","3827"
"Spring 2017 - Day","SOC-101-04","SOC-11","Introduction to Sociology", 4.0,"EXAM","JHN 105","04/28/17","04/28/17","F","12:00PM","02:30PM","","FULL","HB","undergraduate day","","","2","3827"
"Spring 2017 - Day","SOC-101-05","SOC-11","Introduction to Sociology", 4.0,"LEC","JHN 105","01/09/17","04/25/17","TR","01:00PM","02:15PM","Dr. Kenneth Kolb",1,"HB","undergraduate day","","","1","3827"
"Spring 2017 - Day","SOC-101-05","SOC-11","Introduction to Sociology", 4.0,"EXAM","JHN 105","05/02/17","05/02/17","T","12:00PM","02:30PM","",1,"HB","undergraduate day","","","2","3827"
"Spring 2017 - Day","SOC-101-06","SOC-11","Introduction to Sociology", 4.0,"LEC","JHN 107","01/09/17","04/25/17","MWF","11:30AM","12:20PM","Ms. Amy E. Jonason","FULL","HB","undergraduate day","","instructor permission now required","1","3827"
"Spring 2017 - Day","SOC-101-06","SOC-11","Introduction to Sociology", 4.0,"EXAM","JHN 107","05/03/17","05/03/17","W","12:00PM","02:30PM","","FULL","HB","undergraduate day","","instructor permission now required","2","3827"
"Spring 2017 - Day","SOC-101-07","SOC-11","Introduction to Sociology", 4.0,"LEC","JHN 107","01/09/17","04/25/17","MWF","01:30PM","02:20PM","Ms. Amy E. Jonason","FULL","HB","undergraduate day","","instructor permission now required","1","3827"
"Spring 2017 - Day","SOC-101-07","SOC-11","Introduction to Sociology", 4.0,"EXAM","JHN 107","05/01/17","05/01/17","M","12:00PM","02:30PM","","FULL","HB","undergraduate day","","instructor permission now required","2","3827"
"Spring 2017 - Day","SOC-101-08","SOC-11","Introduction to Sociology", 4.0,"LEC","JHN 107","01/09/17","04/25/17","TR","10:00AM","11:15AM","Dr. Claire E. Whitlinger","FULL","HB","undergraduate day","","instructor permission now required","1","3827"
"Spring 2017 - Day","SOC-101-08","SOC-11","Introduction to Sociology", 4.0,"EXAM","JHN 107","05/02/17","05/02/17","T","08:30AM","11:00AM","","FULL","HB","undergraduate day","","instructor permission now required","2","3827"
